domain,direction,system,metric,n,mean,std
medical,fj->en,microsoft_translate,bertscore_f1,50,0.5164741396903991,0.3924562544134687
medical,fj->en,chatgpt,bleu,50,0.05762565652057425,0.09124275361029022
medical,fj->en,gemini,bleu,50,0.1510015245454311,0.18236729176591807
medical,fj->en,google_translate,bleu,50,0.17847826967942587,0.18718269438825758
medical,fj->en,microsoft_translate,bleu,50,0.16281581542486326,0.16306083658694182
medical,fj->en,chatgpt,bleurt,50,0.495174757540226,0.16547438313233184
medical,fj->en,gemini,bleurt,50,0.5867053323984146,0.18041485518662523
medical,fj->en,google_translate,bleurt,50,0.6187269192934036,0.19273866475633894
medical,fj->en,microsoft_translate,bleurt,50,0.6149836799502373,0.17676240639004356
medical,fj->en,chatgpt,chrf,50,0.2997786863644332,0.16251275057385606
medical,fj->en,gemini,chrf,50,0.44427994300261126,0.20999717237759838
medical,fj->en,google_translate,chrf,50,0.46636230298327064,0.22376522656945746
medical,fj->en,microsoft_translate,chrf,50,0.47298864201606905,0.208058413364335
medical,fj->en,chatgpt,comet,50,0.5786904576420784,0.19545685580410507
medical,fj->en,gemini,comet,50,0.6748504170775413,0.21377077231980662
medical,fj->en,google_translate,comet,50,0.699711280465126,0.21670836401132745
medical,fj->en,microsoft_translate,comet,50,0.7050765573978424,0.20859914034554183
medical,fj->en,chatgpt,edit_dist,50,53.16,18.517900881612487
medical,fj->en,gemini,edit_dist,50,41.54,20.61524104310464
medical,fj->en,google_translate,edit_dist,50,36.46,20.94522496846458
medical,fj->en,microsoft_translate,edit_dist,50,38.14,19.764955587801232
medical,fj->en,chatgpt,exact_match,50,0.0,0.0
medical,fj->en,gemini,exact_match,50,0.0,0.0
medical,fj->en,google_translate,exact_match,50,0.0,0.0
medical,fj->en,microsoft_translate,exact_match,50,0.0,0.0
medical,fj->en,chatgpt,len_ratio,50,1.4251585872847483,0.6861673082475859
medical,fj->en,gemini,len_ratio,50,1.264586729404067,0.4617411074573607
medical,fj->en,google_translate,len_ratio,50,1.1748756843431767,0.41472043969271916
medical,fj->en,microsoft_translate,len_ratio,50,1.1985058690879125,0.43685772977560705
medical,fj->en,chatgpt,llm_adequacy,50,2.08,1.1577599765345603
medical,fj->en,gemini,llm_adequacy,50,3.24,1.4222718245318449
medical,fj->en,google_translate,llm_adequacy,50,3.34,1.3792929274058636
medical,fj->en,microsoft_translate,llm_adequacy,50,3.38,1.2759950099064348
medical,fj->en,chatgpt,llm_error_tags,0,,
medical,fj->en,gemini,llm_error_tags,0,,
medical,fj->en,google_translate,llm_error_tags,0,,
medical,fj->en,microsoft_translate,llm_error_tags,0,,
medical,fj->en,chatgpt,llm_fluency,50,3.18,1.2237446712481173
medical,fj->en,gemini,llm_fluency,50,3.88,1.3498299212591676
medical,fj->en,google_translate,llm_fluency,50,3.94,1.3614218257965096
medical,fj->en,microsoft_translate,llm_fluency,50,4.06,1.2682946931101733
medical,fj->en,chatgpt,llm_overall,50,2.14,1.1607527466155358
medical,fj->en,gemini,llm_overall,50,3.26,1.4258545593747616
medical,fj->en,google_translate,llm_overall,50,3.36,1.3666583706401598
medical,fj->en,microsoft_translate,llm_overall,50,3.4,1.261680123761121
medical,fj->en,chatgpt,llm_rationale,0,,
medical,fj->en,gemini,llm_rationale,0,,
medical,fj->en,google_translate,llm_rationale,0,,
medical,fj->en,microsoft_translate,llm_rationale,0,,
medical,fj->en,chatgpt,llm_terminology,50,2.7,1.2494896917525644
medical,fj->en,gemini,llm_terminology,50,3.58,1.4581229197086203
medical,fj->en,google_translate,llm_terminology,50,3.74,1.425854559374762
medical,fj->en,microsoft_translate,llm_terminology,50,3.82,1.3200185527453154
medical,fj->en,chatgpt,meteor,50,0.2731830804569945,0.23911374033406735
medical,fj->en,gemini,meteor,50,0.44797657791792794,0.2825097426491142
medical,fj->en,google_translate,meteor,50,0.4756997030629963,0.29835421177983806
medical,fj->en,microsoft_translate,meteor,50,0.47752395684450477,0.2844799364754645
medical,fj->en,chatgpt,rouge1_f1,50,0.284583572114808,0.23192024095155941
medical,fj->en,gemini,rouge1_f1,50,0.44925491615567736,0.26917830486581434
medical,fj->en,google_translate,rouge1_f1,50,0.4822306326467489,0.2769014941809047
medical,fj->en,microsoft_translate,rouge1_f1,50,0.4917317035601815,0.27202743415078257
medical,fj->en,chatgpt,rouge1_p,50,0.25753802681666454,0.21426344808587366
medical,fj->en,gemini,rouge1_p,50,0.4155688190894073,0.2631473776716491
medical,fj->en,google_translate,rouge1_p,50,0.4539073151650551,0.269936333457284
medical,fj->en,microsoft_translate,rouge1_p,50,0.45547891547736746,0.2653469175114076
medical,fj->en,chatgpt,rouge1_r,50,0.3245523316552728,0.2611658366999728
medical,fj->en,gemini,rouge1_r,50,0.5052173398496929,0.2898508927143558
medical,fj->en,google_translate,rouge1_r,50,0.5257159474512416,0.2942835104851259
medical,fj->en,microsoft_translate,rouge1_r,50,0.5485328886799475,0.2912065177324049
medical,fj->en,chatgpt,rouge2_f1,50,0.10983840034736657,0.14124202825559432
medical,fj->en,gemini,rouge2_f1,50,0.23429082077196967,0.21674149136210635
medical,fj->en,google_translate,rouge2_f1,50,0.28484789907347013,0.23916753128396442
medical,fj->en,microsoft_translate,rouge2_f1,50,0.2710965335171895,0.22051193287954352
medical,fj->en,chatgpt,rouge2_p,50,0.09837139322665638,0.12729928970658588
medical,fj->en,gemini,rouge2_p,50,0.21549173719297557,0.20379189364105818
medical,fj->en,google_translate,rouge2_p,50,0.26714868464868463,0.22992712796753803
medical,fj->en,microsoft_translate,rouge2_p,50,0.24874130118247761,0.2110349900129225
medical,fj->en,chatgpt,rouge2_r,50,0.12714338439338438,0.16467280775146365
medical,fj->en,gemini,rouge2_r,50,0.2657220557220557,0.24108839828895995
medical,fj->en,google_translate,rouge2_r,50,0.3128879176379176,0.26011463129317497
medical,fj->en,microsoft_translate,rouge2_r,50,0.3072262182262182,0.24491502271916563
medical,fj->en,chatgpt,rougeL_f1,50,0.2565893037794932,0.21222396435013755
medical,fj->en,gemini,rougeL_f1,50,0.4167975768823988,0.2507266185805274
medical,fj->en,google_translate,rougeL_f1,50,0.4629609984607861,0.26903083888620066
medical,fj->en,microsoft_translate,rougeL_f1,50,0.4611868124915418,0.2526807802030588
medical,fj->en,chatgpt,rougeL_p,50,0.23171013314171207,0.19538656871644108
medical,fj->en,gemini,rougeL_p,50,0.38475839422015895,0.2438860221183206
medical,fj->en,google_translate,rougeL_p,50,0.43600507653681025,0.2629712640525692
medical,fj->en,microsoft_translate,rougeL_p,50,0.42607117005801215,0.24313455825427796
medical,fj->en,chatgpt,rougeL_r,50,0.2935960297872062,0.2407139465975741
medical,fj->en,gemini,rougeL_r,50,0.47032971930030754,0.2730043199473387
medical,fj->en,google_translate,rougeL_r,50,0.5046527247262541,0.28554369394249435
medical,fj->en,microsoft_translate,rougeL_r,50,0.5163094927947869,0.2757724246392291
medical,fj->en,chatgpt,ter,50,1.2565098430980783,0.6981797530954323
medical,fj->en,gemini,ter,50,0.9378651903651903,0.46530019358664904
medical,fj->en,google_translate,ter,50,0.7938914353620236,0.4513855852368584
medical,fj->en,microsoft_translate,ter,50,0.8269574004426946,0.4415475634353604
